id,release_date,movie,production_budget,domestic_gross,worldwide_gross,,,,,,,,
76,4-Aug-06,Talladega Nights: The Ballad of Ricky Bobby,"$73,000,000 ","$148,213,377 ","$162,870,525 ",,Talladega Nights: The Ballad of Ricky Bobby,,,,,#VALUE!,0
77,20-May-16,The Angry Birds Movie,"$73,000,000 ","$107,509,366 ","$352,327,887 ",,The Angry Birds Movie,,,,,#VALUE!,0
78,7-Aug-98,Snake Eyes,"$73,000,000 ","$55,591,409 ","$103,891,409 ",,Snake Eyes,,,,,#VALUE!,0
79,13-Feb-98,Sphere,"$73,000,000 ","$37,068,294 ","$50,168,294 ",,Sphere,,,,,#VALUE!,0
80,27-Jul-07,The Simpsons Movie,"$72,500,000 ","$183,135,014 ","$527,071,022 ",,The Simpsons Movie,,,,,#VALUE!,0
81,8-Feb-08,Fool's Gold,"$72,500,000 ","$70,231,041 ","$109,362,966 ",,Fool's Gold,,,,,#VALUE!,0
82,31-Jul-09,Funny People,"$72,500,000 ","$51,855,045 ","$71,880,305 ",,Funny People,,,,,#VALUE!,0
83,28-Sep-07,The Kingdom,"$72,500,000 ","$47,467,250 ","$86,509,602 ",,The Kingdom,,,,,#VALUE!,0
84,22-Jun-01,Dr. Dolittle 2,"$72,000,000 ","$112,950,721 ","$176,101,721 ",,Dr. Dolittle 2,,,,,#VALUE!,0
85,24-May-95,Braveheart,"$72,000,000 ","$75,545,647 ","$209,045,244 ",,Braveheart,,,,,#VALUE!,0
86,4-Nov-05,Jarhead,"$72,000,000 ","$62,647,540 ","$96,947,540 ",,Jarhead,,,,,#VALUE!,0
87,27-Apr-01,Driven,"$72,000,000 ","$32,616,869 ","$54,616,869 ",,Driven,,,,,#VALUE!,0
88,21-Dec-01,The Majestic,"$72,000,000 ","$27,796,042 ","$37,306,334 ",,The Majestic,,,,,#VALUE!,0
89,25-Jun-04,Two Brothers,"$72,000,000 ","$19,176,754 ","$62,176,754 ",,Two Brothers,,,,,#VALUE!,0
90,30-Jul-04,The Village,"$71,682,975 ","$114,197,520 ","$257,641,634 ",,The Village,,,,,#VALUE!,0
91,26-Jun-98,Doctor Dolittle,"$71,500,000 ","$144,156,605 ","$294,156,605 ",,Doctor Dolittle,,,,,#VALUE!,0
92,2-Aug-02,Signs,"$70,702,619 ","$227,969,295 ","$408,269,295 ",,Signs,,,,,#VALUE!,0
93,19-May-04,Shrek 2,"$70,000,000 ","$441,226,247 ","$937,008,132 ",,Shrek 2,,,,,#VALUE!,0
94,9-Jun-06,Cars,"$70,000,000 ","$244,082,982 ","$461,651,246 ",,Cars,,,,,#VALUE!,0
95,23-Dec-09,Alvin and the Chipmunks: The Squeakquel,"$70,000,000 ","$219,614,612 ","$443,483,213 ",,Alvin and the Chipmunks: The Squeakquel,,,,,#VALUE!,0
96,22-Jun-88,Who Framed Roger Rabbit?,"$70,000,000 ","$154,112,492 ","$351,500,000 ",,Who Framed Roger Rabbit?,,,,,#VALUE!,0
97,30-Jul-99,Runaway Bride,"$70,000,000 ","$152,257,509 ","$310,138,178 ",,Runaway Bride,,,,,#VALUE!,0
98,9-Aug-02,xXx,"$70,000,000 ","$141,930,000 ","$267,200,000 ",,xXx,,,,,#VALUE!,0
99,8-Jun-18,Ocean's 8,"$70,000,000 ","$140,218,711 ","$297,115,976 ",,Ocean's 8,,,,,#VALUE!,0
100,8-Nov-96,Ransom,"$70,000,000 ","$136,492,681 ","$308,700,000 ",,Ransom,,,,,#VALUE!,0
1,21-Aug-09,Inglourious Basterds,"$70,000,000 ","$120,774,594 ","$316,915,264 ",,Inglourious Basterds,,,,,#VALUE!,0
2,11-Dec-91,Hook,"$70,000,000 ","$119,654,823 ","$300,854,823 ",,Hook,,,,,#VALUE!,0
3,3-Jul-90,Die Hard 2,"$70,000,000 ","$117,323,878 ","$239,814,025 ",,Die Hard 2,,,,,#VALUE!,0
4,8-Aug-03,S.W.A.T.,"$70,000,000 ","$116,877,597 ","$207,154,748 ",,S.W.A.T.,,,,,#VALUE!,0
5,10-Nov-17,Daddy's Home 2,"$70,000,000 ","$104,029,443 ","$175,807,183 ",,Daddy's Home 2,,,,,#VALUE!,0
6,19-Nov-99,Sleepy Hollow,"$70,000,000 ","$101,068,340 ","$207,068,340 ",,Sleepy Hollow,,,,,#VALUE!,0
7,14-Dec-01,Vanilla Sky,"$70,000,000 ","$100,614,858 ","$202,726,605 ",,Vanilla Sky,,,,,#VALUE!,0
8,13-Jun-97,Hercules,"$70,000,000 ","$99,112,101 ","$250,700,000 ",,Hercules,,,,,#VALUE!,0
9,22-Mar-13,Olympus Has Fallen,"$70,000,000 ","$98,927,592 ","$172,878,928 ",,Olympus Has Fallen,,,,,#VALUE!,0
10,11-Mar-11,Battle: Los Angeles,"$70,000,000 ","$83,552,429 ","$213,463,976 ",,Battle: Los Angeles,,,,,#VALUE!,0
11,13-Aug-04,AVP: Alien Vs. Predator,"$70,000,000 ","$80,281,096 ","$172,543,519 ",,AVP: Alien Vs. Predator,,,,,#VALUE!,0
12,25-Dec-11,War Horse,"$70,000,000 ","$79,883,359 ","$156,815,529 ",,War Horse,,,,,#VALUE!,0
13,1-Mar-02,We Were Soldiers,"$70,000,000 ","$78,120,196 ","$114,658,262 ",,We Were Soldiers,,,,,#VALUE!,0
14,7-Feb-14,The Monuments Men,"$70,000,000 ","$78,031,620 ","$158,702,748 ",,The Monuments Men,,,,,#VALUE!,0
15,23-Sep-16,Storks,"$70,000,000 ","$72,679,278 ","$183,353,431 ",,Storks,,,,,#VALUE!,0
16,11-Dec-98,Star Trek: Insurrection,"$70,000,000 ","$70,187,658 ","$117,800,000 ",,Star Trek: Insurrection,,,,,#VALUE!,0
17,10-Dec-03,Big Fish,"$70,000,000 ","$66,432,867 ","$123,954,323 ",,Big Fish,,,,,#VALUE!,0
18,17-Jun-94,Wolf,"$70,000,000 ","$65,011,757 ","$131,011,757 ",,Wolf,,,,,#VALUE!,0
19,20-Jan-12,Underworld: Awakening,"$70,000,000 ","$62,321,039 ","$160,379,930 ",,Underworld: Awakening,,,,,#VALUE!,0
20,22-Sep-17,The Lego Ninjago Movie,"$70,000,000 ","$59,281,555 ","$122,737,201 ",,The Lego Ninjago Movie,,,,,#VALUE!,0
21,10-Oct-14,Dracula Untold,"$70,000,000 ","$55,991,880 ","$220,241,723 ",,Dracula Untold,,,,,#VALUE!,0
22,29-Sep-06,The Guardian,"$70,000,000 ","$55,011,732 ","$94,973,540 ",,The Guardian,,,,,#VALUE!,0
23,9-Aug-89,The Abyss,"$70,000,000 ","$54,243,125 ","$54,243,125 ",,The Abyss,,,,,#VALUE!,0
24,24-Sep-10,Wall Street 2: Money Never Sleeps,"$70,000,000 ","$52,474,616 ","$137,431,619 ",,Wall Street 2: Money Never Sleeps,,,,,#VALUE!,0
25,14-Jan-11,The Dilemma,"$70,000,000 ","$48,475,290 ","$70,546,865 ",,The Dilemma,,,,,#VALUE!,0
26,25-Dec-05,Rumor Has It,"$70,000,000 ","$42,996,140 ","$88,933,562 ",,Rumor Has It,,,,,#VALUE!,0
27,6-Nov-98,The Siege,"$70,000,000 ","$40,934,175 ","$116,625,798 ",,The Siege,,,,,#VALUE!,0
28,10-Aug-07,Stardust,"$70,000,000 ","$38,634,938 ","$137,022,245 ",,Stardust,,,,,#VALUE!,0
29,15-Jun-12,Rock of Ages,"$70,000,000 ","$38,518,613 ","$61,031,932 ",,Rock of Ages,,,,,#VALUE!,0
30,8-Oct-97,Seven Years in Tibet,"$70,000,000 ","$37,945,884 ","$131,445,884 ",,Seven Years in Tibet,,,,,#VALUE!,0
31,17-Sep-04,Sky Captain and the World of Tomorrow,"$70,000,000 ","$37,760,080 ","$49,730,854 ",,Sky Captain and the World of Tomorrow,,,,,#VALUE!,0
32,14-Sep-07,The Brave One,"$70,000,000 ","$36,793,804 ","$69,792,704 ",,The Brave One,,,,,#VALUE!,0
33,1-Nov-02,I Spy,"$70,000,000 ","$33,561,137 ","$60,279,822 ",,I Spy,,,,,#VALUE!,0
34,7-Jun-02,Bad Company,"$70,000,000 ","$30,157,016 ","$69,157,016 ",,Bad Company,,,,,#VALUE!,0
35,21-Oct-05,Doom,"$70,000,000 ","$28,212,337 ","$58,757,178 ",,Doom,,,,,#VALUE!,0
36,29-Jan-16,The Finest Hours,"$70,000,000 ","$27,569,558 ","$49,252,761 ",,The Finest Hours,,,,,#VALUE!,0
37,18-Oct-13,Escape Plan,"$70,000,000 ","$25,135,965 ","$103,735,965 ",,Escape Plan,,,,,#VALUE!,0
38,23-Sep-11,Killer Elite,"$70,000,000 ","$25,124,986 ","$65,409,046 ",,Killer Elite,,,,,#VALUE!,0
39,16-Jan-98,Hard Rain,"$70,000,000 ","$19,870,567 ","$19,870,567 ",,Hard Rain,,,,,#VALUE!,0
40,15-Feb-02,Hart's War,"$70,000,000 ","$19,076,815 ","$33,076,815 ",,Hart's War,,,,,#VALUE!,0
41,8-Feb-02,Rollerball,"$70,000,000 ","$18,990,542 ","$25,852,508 ",,Rollerball,,,,,#VALUE!,0
42,10-Jan-14,The Legend of Hercules,"$70,000,000 ","$18,848,538 ","$58,953,319 ",,The Legend of Hercules,,,,,#VALUE!,0
43,27-Apr-07,Next,"$70,000,000 ","$18,211,013 ","$73,591,500 ",,Next,,,,,#VALUE!,0
44,20-Sep-02,Ballistic: Ecks vs. Sever,"$70,000,000 ","$14,294,842 ","$14,294,842 ",,Ballistic: Ecks vs. Sever,,,,,#VALUE!,0
45,10-Aug-01,Osmosis Jones,"$70,000,000 ","$13,596,911 ","$13,596,911 ",,Osmosis Jones,,,,,#VALUE!,0
46,9-May-14,Legends of Oz: Dorothy's Return,"$70,000,000 ","$8,462,347 ","$20,107,933 ",,Legends of Oz: Dorothy's Return,,,,,#VALUE!,0
47,16-Jan-15,Blackhat,"$70,000,000 ","$8,005,980 ","$19,665,004 ",,Blackhat,,,,,#VALUE!,0
48,31-Mar-06,Basic Instinct 2,"$70,000,000 ","$5,946,136 ","$35,417,162 ",,Basic Instinct 2,,,,,#VALUE!,0
49,28-May-10,Agora,"$70,000,000 ","$619,423 ","$38,992,292 ",,Agora,,,,,#VALUE!,0
50,9-Jul-10,Despicable Me,"$69,000,000 ","$251,513,985 ","$543,464,573 ",,Despicable Me,,,,,#VALUE!,0
51,30-Jul-10,Dinner for Schmucks,"$69,000,000 ","$73,026,337 ","$86,796,502 ",,Dinner for Schmucks,,,,,#VALUE!,0
52,2-Mar-18,Red Sparrow,"$69,000,000 ","$46,874,505 ","$145,951,861 ",,Red Sparrow,,,,,#VALUE!,0
53,30-Jun-10,The Twilight Saga: Eclipse,"$68,000,000 ","$300,531,751 ","$706,102,828 ",,The Twilight Saga: Eclipse,,,,,#VALUE!,0
54,31-May-02,The Sum of All Fears,"$68,000,000 ","$118,471,320 ","$193,500,000 ",,The Sum of All Fears,,,,,#VALUE!,0
55,26-Jun-15,Ted 2,"$68,000,000 ","$81,476,385 ","$217,214,143 ",,Ted 2,,,,,#VALUE!,0
56,13-Jul-01,The Score,"$68,000,000 ","$71,069,884 ","$113,542,091 ",,The Score,,,,,#VALUE!,0
57,25-Feb-11,Hall Pass,"$68,000,000 ","$45,060,734 ","$87,173,475 ",,Hall Pass,,,,,#VALUE!,0
58,22-Nov-95,Money Train,"$68,000,000 ","$35,324,232 ","$77,224,232 ",,Money Train,,,,,#VALUE!,0
59,21-Mar-03,Dreamcatcher,"$68,000,000 ","$33,685,268 ","$75,685,268 ",,Dreamcatcher,,,,,#VALUE!,0
60,6-Aug-99,Mystery Men,"$68,000,000 ","$29,762,011 ","$33,462,011 ",,Mystery Men,,,,,#VALUE!,0
61,5-Nov-99,The Insider,"$68,000,000 ","$28,965,197 ","$60,265,197 ",,The Insider,,,,,#VALUE!,0
62,22-Dec-17,Downsizing,"$68,000,000 ","$24,449,754 ","$54,462,971 ",,Downsizing,,,,,#VALUE!,0
63,2-Mar-12,Doctor Seuss' The Lorax,"$67,500,000 ","$214,030,500 ","$350,976,753 ",,Doctor Seuss' The Lorax,,,,,#VALUE!,0
64,10-Oct-08,Body of Lies,"$67,500,000 ","$39,394,666 ","$118,556,530 ",,Body of Lies,,,,,#VALUE!,0
65,22-Jun-12,Abraham Lincoln: Vampire Hunter,"$67,500,000 ","$37,519,139 ","$137,489,730 ",,Abraham Lincoln: Vampire Hunter,,,,,#VALUE!,0
66,20-Sep-96,Last Man Standing,"$67,000,000 ","$18,115,927 ","$18,115,927 ",,Last Man Standing,,,,,#VALUE!,0
67,17-Aug-07,The Last Legion,"$67,000,000 ","$5,932,060 ","$25,357,771 ",,The Last Legion,,,,,#VALUE!,0
68,30-Apr-99,Entrapment,"$66,000,000 ","$87,707,396 ","$211,700,000 ",,Entrapment,,,,,#VALUE!,0
69,19-Jun-98,The X Files: Fight the Future,"$66,000,000 ","$83,898,313 ","$189,176,423 ",,The X Files: Fight the Future,,,,,#VALUE!,0
70,14-Mar-14,Need for Speed,"$66,000,000 ","$43,568,507 ","$194,169,619 ",,Need for Speed,,,,,#VALUE!,0
71,24-Jul-98,Saving Private Ryan,"$65,000,000 ","$216,335,085 ","$485,035,085 ",,Saving Private Ryan,,,,,#VALUE!,0
72,15-Dec-00,What Women Want,"$65,000,000 ","$182,805,123 ","$374,105,123 ",,What Women Want,,,,,#VALUE!,0
73,9-Nov-12,Lincoln,"$65,000,000 ","$182,207,973 ","$273,346,281 ",,Lincoln,,,,,#VALUE!,0
74,15-Mar-02,Ice Age,"$65,000,000 ","$176,387,405 ","$386,116,343 ",,Ice Age,,,,,#VALUE!,0
75,30-Jun-95,Apollo 13,"$65,000,000 ","$173,772,767 ","$335,802,271 ",,Apollo 13,,,,,#VALUE!,0
76,31-Mar-99,The Matrix,"$65,000,000 ","$171,479,930 ","$463,517,383 ",,The Matrix,,,,,#VALUE!,0
77,13-Jul-18,Hotel Transylvania 3: Summer Vacation,"$65,000,000 ","$167,500,092 ","$527,079,962 ",,Hotel Transylvania 3: Summer Vacation,,,,,#VALUE!,0
78,25-Dec-12,Les Miserables,"$65,000,000 ","$148,809,770 ","$442,169,052 ",,Les Miserables,,,,,#VALUE!,0
79,1-Nov-02,The Santa Clause 2,"$65,000,000 ","$139,225,854 ","$172,825,854 ",,The Santa Clause 2,,,,,#VALUE!,0
80,1-Jun-90,Total Recall,"$65,000,000 ","$119,394,839 ","$261,400,000 ",,Total Recall,,,,,#VALUE!,0
81,18-Dec-98,You've Got Mail,"$65,000,000 ","$115,821,495 ","$250,800,000 ",,You've Got Mail,,,,,#VALUE!,0
82,25-Dec-14,Unbroken,"$65,000,000 ","$115,637,895 ","$163,527,824 ",,Unbroken,,,,,#VALUE!,0
83,5-Jun-15,Spy!,"$65,000,000 ","$110,825,712 ","$232,585,748 ",,Spy!,,,,,#VALUE!,0
84,5-Nov-10,Due Date,"$65,000,000 ","$100,539,043 ","$211,739,043 ",,Due Date,,,,,#VALUE!,0
85,25-Jul-08,Step Brothers,"$65,000,000 ","$100,468,793 ","$128,468,793 ",,Step Brothers,,,,,#VALUE!,0
86,15-Dec-95,Jumanji,"$65,000,000 ","$100,458,310 ","$262,758,310 ",,Jumanji,,,,,#VALUE!,0
87,17-Jul-98,The Mask of Zorro,"$65,000,000 ","$93,828,745 ","$233,700,000 ",,The Mask of Zorro,,,,,#VALUE!,0
88,4-Aug-00,Space Cowboys,"$65,000,000 ","$90,454,043 ","$128,874,043 ",,Space Cowboys,,,,,#VALUE!,0
89,19-Dec-14,Annie,"$65,000,000 ","$85,911,262 ","$139,829,625 ",,Annie,,,,,#VALUE!,0
90,28-May-93,Cliffhanger,"$65,000,000 ","$84,049,211 ","$255,000,000 ",,Cliffhanger,,,,,#VALUE!,0
91,12-Aug-16,Pete's Dragon,"$65,000,000 ","$76,233,151 ","$137,768,975 ",,Pete's Dragon,,,,,#VALUE!,0
92,9-Feb-96,Broken Arrow,"$65,000,000 ","$70,645,997 ","$148,345,997 ",,Broken Arrow,,,,,#VALUE!,0
93,9-Aug-06,World Trade Center,"$65,000,000 ","$70,278,893 ","$163,295,654 ",,World Trade Center,,,,,#VALUE!,0
94,7-Jul-00,The Kid,"$65,000,000 ","$69,688,384 ","$69,688,384 ",,The Kid,,,,,#VALUE!,0
95,19-Dec-03,Mona Lisa Smile,"$65,000,000 ","$63,803,100 ","$141,205,169 ",,Mona Lisa Smile,,,,,#VALUE!,0
96,16-May-12,The Dictator,"$65,000,000 ","$59,650,222 ","$180,148,897 ",,The Dictator,,,,,#VALUE!,0
97,16-Jul-99,Eyes Wide Shut,"$65,000,000 ","$55,691,208 ","$104,267,443 ",,Eyes Wide Shut,,,,,#VALUE!,0
98,17-Feb-12,This Means War,"$65,000,000 ","$54,760,791 ","$156,974,557 ",,This Means War,,,,,#VALUE!,0
99,27-Feb-15,Focus,"$65,000,000 ","$53,862,963 ","$168,065,700 ",,Focus,,,,,#VALUE!,0
100,8-Dec-04,Blade: Trinity,"$65,000,000 ","$52,397,389 ","$131,353,165 ",,Blade: Trinity,,,,,#VALUE!,0
1,21-Nov-12,Red Dawn,"$65,000,000 ","$44,806,783 ","$48,164,150 ",,Red Dawn,,,,,#VALUE!,0
2,22-Dec-06,We Are Marshall,"$65,000,000 ","$43,545,364 ","$43,545,364 ",,We Are Marshall,,,,,#VALUE!,0
3,18-Sep-15,Everest,"$65,000,000 ","$43,482,270 ","$221,297,061 ",,Everest,,,,,#VALUE!,0
4,14-Sep-12,Resident Evil: Retribution,"$65,000,000 ","$42,345,531 ","$240,647,629 ",,Resident Evil: Retribution,,,,,#VALUE!,0
5,20-Mar-98,Primary Colors,"$65,000,000 ","$39,017,984 ","$39,017,984 ",,Primary Colors,,,,,#VALUE!,0
6,15-Oct-99,Fight Club,"$65,000,000 ","$37,030,102 ","$100,851,705 ",,Fight Club,,,,,#VALUE!,0
7,22-Aug-08,Death Race,"$65,000,000 ","$36,316,032 ","$72,516,819 ",,Death Race,,,,,#VALUE!,0
8,11-Oct-96,The Long Kiss Goodnight,"$65,000,000 ","$33,447,612 ","$33,447,612 ",,The Long Kiss Goodnight,,,,,#VALUE!,0
9,8-Dec-00,Proof of Life,"$65,000,000 ","$32,598,931 ","$62,761,005 ",,Proof of Life,,,,,#VALUE!,0
10,11-Nov-05,Zathura,"$65,000,000 ","$28,045,540 ","$58,545,540 ",,Zathura,,,,,#VALUE!,0
11,26-Nov-03,The Missing,"$65,000,000 ","$26,900,336 ","$38,253,433 ",,The Missing,,,,,#VALUE!,0
12,14-Jan-05,Elektra,"$65,000,000 ","$24,409,722 ","$56,824,633 ",,Elektra,,,,,#VALUE!,0
13,23-Oct-09,Astro Boy,"$65,000,000 ","$19,551,067 ","$41,636,243 ",,Astro Boy,,,,,#VALUE!,0
14,24-Jan-14,"I, Frankenstein","$65,000,000 ","$19,075,290 ","$74,575,290 ",,"I, Frankenstein",,,,,#VALUE!,0
15,24-May-91,Hudson Hawk,"$65,000,000 ","$17,218,916 ","$17,218,916 ",,Hudson Hawk,,,,,#VALUE!,0
16,22-Aug-14,Sin City: A Dame to Kill For,"$65,000,000 ","$13,757,804 ","$40,650,842 ",,Sin City: A Dame to Kill For,,,,,#VALUE!,0
17,25-Dec-16,Live by Night,"$65,000,000 ","$10,378,555 ","$21,774,432 ",,Live by Night,,,,,#VALUE!,0
18,27-Oct-00,Lucky Numbers,"$65,000,000 ","$10,014,234 ","$10,014,234 ",,Lucky Numbers,,,,,#VALUE!,0
19,23-Sep-05,Oliver Twist,"$65,000,000 ","$2,070,920 ","$26,670,920 ",,Oliver Twist,,,,,#VALUE!,0
20,4-Sep-15,Tian jiang xiong shi,"$65,000,000 ","$74,070 ","$122,519,874 ",,Tian jiang xiong shi,,,,,#VALUE!,0
21,26-Oct-18,Air Strike,"$65,000,000 ",$0 ,"$516,279 ",,Air Strike,,,,,#VALUE!,0
22,14-Jul-06,Little Man,"$64,000,000 ","$58,636,047 ","$101,636,047 ",,Little Man,,,,,#VALUE!,0
23,8-Oct-99,Random Hearts,"$64,000,000 ","$31,054,924 ","$63,200,000 ",,Random Hearts,,,,,#VALUE!,0
24,27-Dec-06,Perfume: The Story of a Murderer,"$63,700,000 ","$2,223,293 ","$133,603,463 ",,Perfume: The Story of a Murderer,,,,,#VALUE!,0
25,11-Jun-93,Jurassic Park,"$63,000,000 ","$395,708,305 ","$1,038,812,584 ",,Jurassic Park,,,,,#VALUE!,0
26,25-Jul-02,Austin Powers in Goldmember,"$63,000,000 ","$213,117,789 ","$296,338,663 ",,Austin Powers in Goldmember,,,,,#VALUE!,0
27,1-Apr-11,Hop,"$63,000,000 ","$108,085,305 ","$188,657,593 ",,Hop,,,,,#VALUE!,0
28,15-Sep-17,American Assassin,"$63,000,000 ","$36,249,674 ","$68,310,140 ",,American Assassin,,,,,#VALUE!,0
29,24-Jun-94,Wyatt Earp,"$63,000,000 ","$25,052,000 ","$25,052,000 ",,Wyatt Earp,,,,,#VALUE!,0
30,3-Aug-94,Clear and Present Danger,"$62,000,000 ","$122,012,656 ","$207,500,000 ",,Clear and Present Danger,,,,,#VALUE!,0
31,21-Apr-00,U-571,"$62,000,000 ","$77,086,030 ","$127,630,030 ",,U-571,,,,,#VALUE!,0
32,17-Nov-95,The American President,"$62,000,000 ","$60,022,813 ","$107,822,813 ",,The American President,,,,,#VALUE!,0
33,25-Dec-15,The Hateful Eight,"$62,000,000 ","$54,117,416 ","$147,864,886 ",,The Hateful Eight,,,,,#VALUE!,0
34,20-Jun-08,The Love Guru,"$62,000,000 ","$32,235,793 ","$40,159,017 ",,The Love Guru,,,,,#VALUE!,0
35,23-Feb-01,3000 Miles to Graceland,"$62,000,000 ","$15,738,632 ","$18,708,848 ",,3000 Miles to Graceland,,,,,#VALUE!,0
36,3-Oct-14,Gone Girl,"$61,000,000 ","$167,767,189 ","$368,567,189 ",,Gone Girl,,,,,#VALUE!,0
37,30-Mar-07,Blades of Glory,"$61,000,000 ","$118,594,548 ","$145,594,548 ",,Blades of Glory,,,,,#VALUE!,0
38,18-Sep-15,Maze Runner: The Scorch Trials,"$61,000,000 ","$81,697,192 ","$310,566,162 ",,Maze Runner: The Scorch Trials,,,,,#VALUE!,0
39,2-Aug-13,2 Guns,"$61,000,000 ","$75,612,460 ","$132,493,015 ",,2 Guns,,,,,#VALUE!,0
40,26-Jan-18,Maze Runner: The Death Cure,"$61,000,000 ","$58,032,443 ","$265,878,536 ",,Maze Runner: The Death Cure,,,,,#VALUE!,0
41,11-Jan-19,A Dog's Way Home,"$61,000,000 ","$41,952,715 ","$81,149,689 ",,A Dog's Way Home,,,,,#VALUE!,0
42,19-Feb-16,Mei Ren Yu,"$60,720,000 ","$3,229,457 ","$554,516,671 ",,Mei Ren Yu,,,,,#VALUE!,0
43,22-Dec-04,Meet the Fockers,"$60,000,000 ","$279,167,575 ","$516,567,575 ",,Meet the Fockers,,,,,#VALUE!,0
44,7-Feb-14,The Lego Movie,"$60,000,000 ","$257,784,718 ","$457,729,388 ",,The Lego Movie,,,,,#VALUE!,0
45,9-Mar-07,300,"$60,000,000 ","$210,614,939 ","$454,161,935 ",,300,,,,,#VALUE!,0
46,2-Mar-07,Wild Hogs,"$60,000,000 ","$168,213,584 ","$253,555,383 ",,Wild Hogs,,,,,#VALUE!,0
47,25-Dec-08,Marley & Me,"$60,000,000 ","$143,153,751 ","$247,812,011 ",,Marley & Me,,,,,#VALUE!,0
48,10-Dec-99,The Green Mile,"$60,000,000 ","$136,801,374 ","$290,701,374 ",,The Green Mile,,,,,#VALUE!,0
49,5-Jun-98,The Truman Show,"$60,000,000 ","$125,618,201 ","$264,118,201 ",,The Truman Show,,,,,#VALUE!,0
50,9-Sep-16,Sully,"$60,000,000 ","$125,070,033 ","$238,524,556 ",,Sully,,,,,#VALUE!,0
51,14-Jun-02,The Bourne Identity,"$60,000,000 ","$121,468,960 ","$214,357,371 ",,The Bourne Identity,,,,,#VALUE!,0
52,9-Oct-09,Couples Retreat,"$60,000,000 ","$109,205,660 ","$172,450,423 ",,Couples Retreat,,,,,#VALUE!,0
53,17-Nov-95,Goldeneye,"$60,000,000 ","$106,429,941 ","$356,429,941 ",,Goldeneye,,,,,#VALUE!,0
54,30-May-03,The Italian Job,"$60,000,000 ","$106,126,012 ","$176,262,839 ",,The Italian Job,,,,,#VALUE!,0
55,9-May-03,Daddy Day Care,"$60,000,000 ","$104,148,781 ","$164,285,587 ",,Daddy Day Care,,,,,#VALUE!,0
56,18-Jun-99,The General's Daughter,"$60,000,000 ","$102,705,852 ","$149,705,852 ",,The General's Daughter,,,,,#VALUE!,0
57,18-Dec-98,The Prince of Egypt,"$60,000,000 ","$101,413,188 ","$218,613,188 ",,The Prince of Egypt,,,,,#VALUE!,0
58,6-Aug-04,Collateral,"$60,000,000 ","$100,170,152 ","$217,670,152 ",,Collateral,,,,,#VALUE!,0
59,4-Jul-01,Cats & Dogs,"$60,000,000 ","$93,375,151 ","$200,700,000 ",,Cats & Dogs,,,,,#VALUE!,0
60,20-Dec-02,Two Weeks Notice,"$60,000,000 ","$93,354,918 ","$199,043,309 ",,Two Weeks Notice,,,,,#VALUE!,0
61,2-Oct-98,Antz,"$60,000,000 ","$90,757,863 ","$152,457,863 ",,Antz,,,,,#VALUE!,0
62,19-Apr-02,The Scorpion King,"$60,000,000 ","$90,580,000 ","$165,890,634 ",,The Scorpion King,,,,,#VALUE!,0
63,15-Oct-10,Red,"$60,000,000 ","$90,380,162 ","$196,439,693 ",,Red,,,,,#VALUE!,0
64,5-Mar-04,Starsky & Hutch,"$60,000,000 ","$88,200,225 ","$170,200,225 ",,Starsky & Hutch,,,,,#VALUE!,0
65,27-Jun-90,Days of Thunder,"$60,000,000 ","$82,670,733 ","$157,670,733 ",,Days of Thunder,,,,,#VALUE!,0
66,21-Dec-05,Cheaper by the Dozen 2,"$60,000,000 ","$82,571,173 ","$135,015,330 ",,Cheaper by the Dozen 2,,,,,#VALUE!,0
67,13-Aug-10,Eat Pray Love,"$60,000,000 ","$80,574,010 ","$206,598,789 ",,Eat Pray Love,,,,,#VALUE!,0
68,21-Dec-12,Jack Reacher,"$60,000,000 ","$80,070,736 ","$217,370,736 ",,Jack Reacher,,,,,#VALUE!,0
69,23-Apr-04,Man on Fire,"$60,000,000 ","$77,906,816 ","$130,968,579 ",,Man on Fire,,,,,#VALUE!,0
70,22-Dec-00,The Family Man,"$60,000,000 ","$75,764,085 ","$124,715,863 ",,The Family Man,,,,,#VALUE!,0
71,9-Sep-11,Contagion,"$60,000,000 ","$75,658,097 ","$137,551,594 ",,Contagion,,,,,#VALUE!,0
72,22-Dec-99,Any Given Sunday,"$60,000,000 ","$75,530,832 ","$100,230,832 ",,Any Given Sunday,,,,,#VALUE!,0
73,15-May-98,The Horse Whisperer,"$60,000,000 ","$75,383,563 ","$186,883,563 ",,The Horse Whisperer,,,,,#VALUE!,0
74,6-Feb-09,Coraline,"$60,000,000 ","$75,286,229 ","$126,037,057 ",,Coraline,,,,,#VALUE!,0
75,1-Oct-04,Ladder 49,"$60,000,000 ","$74,541,707 ","$102,332,848 ",,Ladder 49,,,,,#VALUE!,0
76,28-Jul-99,Deep Blue Sea,"$60,000,000 ","$73,648,228 ","$165,048,228 ",,Deep Blue Sea,,,,,#VALUE!,0
77,28-Oct-09,Michael Jackson's This Is It,"$60,000,000 ","$72,091,016 ","$252,091,016 ",,Michael Jackson's This Is It,,,,,#VALUE!,0
78,17-Jan-03,Kangaroo Jack,"$60,000,000 ","$66,723,216 ","$90,723,216 ",,Kangaroo Jack,,,,,#VALUE!,0
79,13-Jun-08,The Happening,"$60,000,000 ","$64,506,874 ","$162,778,384 ",,The Happening,,,,,#VALUE!,0
